id,carat,cut,color,clarity,depth,table,x,y,z,price
33485,0.3,Ideal,D,SI1,61.4,55.0,4.34,4.29,2.65,6.564
33486,1.0,Premium,G,SI1,62.5,59.0,6.35,6.29,3.95,8.41
33487,1.01,Premium,F,SI1,62.5,58.0,6.39,6.42,4.0,8.497
33488,1.0,Very Good,F,VS1,61.9,58.0,6.34,6.37,3.94,8.916
33489,0.42,Premium,D,VS1,60.8,60.0,4.84,4.87,2.95,7.072
33490,0.47,Very Good,F,VS2,59.6,58.1,5.07,5.11,3.03,7.112
33491,1.24,Very Good,I,SI1,61.4,59.0,6.86,6.92,4.23,8.712
33492,0.45,Ideal,G,IF,61.0,57.0,4.96,5.0,3.04,7.228
33493,1.05,Ideal,G,VVS2,62.2,56.0,6.49,6.53,4.05,9.065
33494,0.36,Premium,F,SI2,60.3,59.0,4.62,4.57,2.77,6.1
33495,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,7.689
33496,0.41,Premium,E,SI2,59.5,62.0,4.84,4.8,2.87,6.707
33497,0.51,Ideal,G,VS1,61.7,55.0,5.17,5.14,3.18,7.485
33498,0.26,Ideal,E,VVS2,61.3,57.0,4.12,4.15,2.53,6.597
33499,0.71,Ideal,H,VS1,61.9,56.0,5.7,5.74,3.54,7.976
33500,1.15,Ideal,H,VS1,62.7,57.0,6.68,6.64,4.17,8.871
33501,1.01,Ideal,J,SI2,61.9,55.0,6.5,6.43,4.01,8.337
33502,1.03,Ideal,G,VS1,61.8,56.0,6.46,6.51,4.01,8.972
33503,1.6,Ideal,G,VS1,62.0,57.0,7.47,7.43,4.62,9.196
33504,0.38,Premium,G,VVS1,61.3,57.0,4.68,4.62,2.85,6.97
33505,0.36,Ideal,E,VS1,61.5,55.0,4.58,4.66,2.84,6.624
33506,0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,7.13
33507,0.42,Ideal,G,VVS2,62.1,57.0,4.77,4.8,2.97,6.938
33508,0.4,Ideal,G,VVS1,61.7,57.0,4.71,4.74,2.91,7.0
33509,2.01,Very Good,I,VS2,59.2,62.0,8.14,8.17,4.83,9.719
33510,0.37,Ideal,I,IF,60.7,56.0,4.64,4.68,2.83,6.625
33511,0.55,Very Good,D,VS2,62.8,57.0,5.24,5.27,3.3,7.495
33512,1.75,Very Good,D,SI2,60.7,57.0,7.78,7.83,4.74,9.394
33513,1.01,Fair,J,VVS2,66.0,56.0,6.29,6.22,4.13,8.006
33514,1.7,Ideal,J,SI1,60.9,57.0,7.73,7.66,4.69,9.078
33515,1.1,Ideal,G,VS1,61.3,56.0,6.65,6.69,4.09,9.08
33516,0.34,Very Good,F,VS2,62.9,55.0,4.46,4.48,2.81,6.531
33517,1.5,Very Good,F,VS2,59.7,56.0,7.42,7.46,4.44,9.513
33518,0.38,Ideal,H,VVS1,62.3,53.3,4.63,4.66,2.9,6.796
33519,0.53,Ideal,D,VS2,62.2,56.0,5.16,5.19,3.22,7.527
33520,0.3,Very Good,J,VS1,63.4,57.0,4.26,4.23,2.69,6.227
33521,1.51,Very Good,I,VS1,60.7,60.0,7.43,7.49,4.53,9.208
33522,0.71,Premium,E,SI1,59.1,61.0,5.84,5.8,3.44,7.96
33523,1.57,Ideal,J,SI1,62.0,56.0,7.5,7.46,4.64,8.941
33524,0.3,Very Good,F,SI1,62.1,60.0,4.26,4.28,2.65,6.215
33525,0.3,Premium,G,IF,62.9,58.0,4.25,4.21,2.66,6.863
33526,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,8.371
33527,1.31,Premium,H,SI2,61.7,59.0,7.03,6.98,4.32,8.422
33528,1.01,Premium,F,VS2,59.3,62.0,6.48,6.44,3.83,8.785
33529,0.3,Ideal,D,VS1,60.8,58.0,4.31,4.34,2.63,6.609
33530,0.73,Very Good,G,VVS1,60.2,61.0,5.83,5.89,3.53,8.179
33531,0.51,Premium,E,VS2,61.9,59.0,5.06,5.11,3.15,7.412
33532,0.32,Very Good,H,SI1,61.8,56.0,4.38,4.41,2.71,6.178
33533,1.05,Ideal,H,SI2,60.6,57.0,6.59,6.55,3.98,8.081
33534,0.32,Ideal,E,VVS1,60.9,57.0,4.45,4.42,2.7,6.928
33535,1.3,Ideal,F,VS2,62.2,56.0,6.98,6.94,4.33,9.219
33536,1.02,Very Good,G,VS1,63.3,58.0,6.42,6.38,4.05,8.834
33537,0.53,Premium,G,VS1,62.4,58.0,5.16,5.2,3.23,7.451
33538,0.42,Very Good,E,SI1,62.7,57.0,4.77,4.83,3.01,6.65
33539,1.11,Ideal,G,SI1,60.8,57.0,6.83,6.77,4.14,8.71
33540,0.3,Ideal,G,VVS1,62.6,54.0,4.32,4.31,2.7,6.921
33541,1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,9.752
33542,1.62,Very Good,F,VS2,63.2,56.0,7.54,7.43,4.73,9.575
33543,1.08,Very Good,D,VS1,60.2,58.0,6.61,6.67,4.0,9.123
33544,1.41,Premium,E,VS2,61.3,58.0,7.29,7.25,4.46,9.33
33545,0.27,Ideal,E,VS2,61.0,55.0,4.18,4.2,2.56,6.358
33546,1.0,Good,E,VS2,57.4,62.0,6.56,6.53,3.76,8.744
33547,0.73,Very Good,F,VVS2,63.8,59.0,5.69,5.72,3.64,8.208
33548,0.71,Premium,F,SI2,60.2,60.0,5.8,5.77,3.48,7.754
33549,1.02,Premium,F,SI2,62.5,60.0,6.36,6.43,4.0,8.403
33550,0.32,Premium,G,SI1,61.6,58.0,4.36,4.4,2.7,6.168
33551,1.5,Good,I,VVS2,63.3,58.0,7.24,7.27,4.59,9.201
33552,1.01,Ideal,G,VS1,62.0,57.0,6.44,6.36,3.97,8.78
33553,0.7,Ideal,G,VS1,61.4,59.0,5.64,5.73,3.49,7.93
33554,1.8,Ideal,F,SI1,61.9,56.0,7.78,7.87,4.84,9.603
33555,0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,7.385
33556,0.79,Ideal,H,VS2,62.0,56.0,5.91,5.93,3.67,7.995
33557,0.63,Ideal,E,VVS1,62.4,56.0,5.48,5.52,3.43,8.059
33558,0.71,Ideal,D,SI2,61.5,56.2,5.73,5.75,3.53,7.849
33559,1.0,Ideal,J,SI2,61.2,56.0,6.49,6.38,3.94,7.885
33560,0.43,Good,D,SI1,63.8,55.0,4.79,4.8,3.06,6.652
33561,0.5,Very Good,H,VS2,62.3,56.0,5.06,5.11,3.17,7.198
33562,1.01,Premium,G,VS2,59.2,59.0,6.59,6.52,3.88,8.717
33563,1.29,Ideal,J,VS1,62.0,57.0,6.92,6.98,4.31,8.644
33564,1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,8.578
33565,0.31,Premium,E,VS2,61.0,59.0,4.39,4.33,2.66,6.771
33566,0.74,Very Good,D,SI1,63.9,57.0,5.72,5.74,3.66,7.966
33567,1.01,Premium,G,VS1,62.0,58.0,6.44,6.4,3.98,8.77
33568,0.36,Premium,F,SI1,62.3,59.0,4.56,4.5,2.82,6.646
33569,1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,8.443
33570,0.52,Ideal,G,VVS1,61.9,54.4,5.15,5.18,3.2,7.568
33571,0.9,Very Good,E,SI2,63.4,62.0,6.02,6.0,3.81,8.034
33572,0.91,Ideal,G,VS2,61.4,57.0,6.23,6.28,3.84,8.522
33573,0.73,Premium,D,SI2,62.4,58.0,5.72,5.67,3.56,7.832
33574,0.56,Ideal,E,VS2,61.9,55.0,5.29,5.34,3.29,7.506
33575,0.3,Ideal,E,VVS2,61.4,57.0,4.34,4.32,2.66,6.921
33576,2.02,Premium,G,SI2,61.3,56.0,8.22,8.16,5.02,9.737
33577,0.39,Very Good,J,VS2,63.3,56.0,4.63,4.6,2.92,6.615
33578,0.23,Very Good,E,VVS2,60.8,61.0,3.91,3.94,2.39,6.225
33579,0.46,Ideal,G,VVS1,62.2,57.0,4.93,4.98,3.08,7.239
33580,2.07,Ideal,F,SI2,61.5,55.0,8.23,8.28,5.08,9.817
33581,0.77,Premium,E,SI1,61.7,58.0,5.86,5.9,3.63,8.002
33582,0.35,Ideal,H,VVS1,61.6,55.0,4.55,4.57,2.81,6.65
33583,0.35,Ideal,F,VS2,61.5,57.0,4.56,4.52,2.79,6.809
33584,0.52,Ideal,H,VVS1,62.4,55.0,5.11,5.15,3.2,7.435
33585,0.52,Ideal,F,SI1,62.0,55.0,5.14,5.17,3.19,7.232
33586,0.95,Ideal,E,VS1,61.5,57.0,6.3,6.28,3.87,8.679
33587,0.91,Very Good,D,SI1,62.0,59.0,6.19,6.16,3.83,8.583
33588,1.02,Good,G,VS2,63.6,57.0,6.38,6.41,4.07,8.668
33589,0.8,Good,E,SI2,63.7,54.0,5.91,5.87,3.75,7.948
33590,2.44,Very Good,J,SI1,62.9,53.0,8.58,8.62,5.41,9.768
33591,0.3,Premium,G,VVS1,60.7,59.0,4.33,4.37,2.64,6.671
33592,1.5,Very Good,G,VS2,61.1,60.0,7.4,7.3,4.49,9.513
33593,0.9,Premium,H,SI2,62.1,59.0,6.13,6.04,3.78,8.11
33594,1.08,Ideal,H,SI2,60.4,57.0,6.63,6.68,4.02,8.402
33595,0.6,Good,E,SI1,62.7,60.1,5.31,5.36,3.35,7.53
33596,0.53,Ideal,G,VS2,62.5,56.0,5.2,5.17,3.24,7.382
33597,1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,9.288
33598,1.15,Ideal,I,VS1,62.1,55.0,6.76,6.67,4.18,8.635
33599,0.74,Very Good,G,SI1,63.5,60.0,5.73,5.68,3.62,7.811
33600,0.74,Very Good,E,VS1,62.1,53.4,5.8,5.82,3.61,8.262
33601,0.33,Ideal,H,VS1,62.6,56.0,4.39,4.42,2.75,6.413
33602,0.9,Very Good,E,SI2,62.4,57.0,6.13,6.17,3.84,8.206
33603,0.52,Ideal,D,SI2,62.5,56.0,5.08,5.12,3.19,7.162
33604,1.0,Premium,G,VS1,62.3,58.0,6.39,6.3,3.95,8.747
33605,0.31,Premium,H,VVS2,62.6,60.0,4.33,4.29,2.7,6.687
33606,0.78,Very Good,J,SI1,58.0,61.0,6.07,6.13,3.54,7.68
33607,1.23,Very Good,H,SI1,61.0,59.0,6.91,6.86,4.2,8.773
33608,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,7.737
33609,0.3,Premium,J,VS1,62.4,58.0,4.3,4.26,2.67,6.227
33610,0.36,Ideal,F,VS1,61.9,56.0,4.56,4.59,2.83,6.671
33611,0.36,Ideal,H,VS2,61.0,55.0,4.59,4.62,2.81,6.375
33612,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,7.629
33613,0.42,Ideal,H,SI1,62.2,57.0,4.8,4.78,2.98,6.8
33614,0.57,Ideal,G,VVS1,61.9,57.0,5.31,5.35,3.3,7.704
33615,1.51,Premium,H,SI1,61.3,60.0,7.29,7.33,4.48,9.193
33616,1.14,Very Good,F,VS2,59.0,60.0,6.84,6.81,4.03,9.003
33617,0.51,Ideal,G,VS2,62.4,56.0,5.11,5.14,3.2,7.271
33618,1.0,Very Good,F,SI2,63.5,55.0,6.37,6.32,4.03,8.258
33619,0.7,Very Good,D,VS2,60.7,58.0,5.7,5.73,3.47,8.037
33620,1.0,Ideal,D,SI1,60.5,57.0,6.48,6.52,3.93,8.661
33621,0.57,Ideal,E,VS2,60.8,56.0,5.34,5.37,3.26,7.56
33622,0.56,Premium,E,SI1,62.5,59.0,5.24,5.2,3.26,7.41
33623,0.24,Premium,E,VS2,62.6,58.0,3.99,4.03,2.51,6.033
33624,0.41,Premium,F,VVS2,61.0,59.0,4.82,4.79,2.93,7.083
33625,1.02,Ideal,G,VVS2,62.1,54.0,6.54,6.51,4.05,9.088
33626,1.23,Ideal,F,VS2,61.7,57.0,6.9,6.94,4.27,9.146
33627,0.79,Premium,D,SI2,61.8,58.0,5.95,5.89,3.66,7.914
33628,0.97,Fair,J,SI2,60.8,67.0,6.41,6.32,3.87,7.839
33629,0.3,Ideal,E,VVS2,61.2,61.0,4.3,4.33,2.64,6.594
33630,0.7,Ideal,E,VS2,62.6,55.0,5.66,5.68,3.55,8.092
33631,0.4,Ideal,E,VVS2,61.8,55.0,4.74,4.78,2.94,7.054
33632,2.35,Premium,H,SI2,62.3,58.0,8.51,8.44,5.28,9.701
33633,0.93,Ideal,G,SI1,62.0,56.0,6.22,6.26,3.87,8.422
33634,0.43,Premium,H,VS1,62.3,58.0,4.81,4.75,2.98,7.015
33635,1.08,Premium,F,SI2,62.7,58.0,6.53,6.49,4.08,8.292
33636,0.51,Premium,H,VS1,60.3,58.0,5.16,5.19,3.12,7.231
33637,0.41,Ideal,F,IF,61.9,56.0,4.78,4.81,2.97,7.272
33638,0.35,Very Good,D,VS1,59.9,56.0,4.61,4.64,2.77,6.741
33639,0.85,Ideal,G,VS1,61.6,54.0,6.08,6.12,3.76,8.334
33640,0.76,Premium,G,VS1,59.6,57.0,6.01,5.91,3.55,7.985
33641,0.71,Fair,G,SI2,64.4,58.0,5.59,5.56,3.59,7.741
33642,0.24,Very Good,F,VS1,61.0,57.0,4.01,4.04,2.45,6.133
33643,0.58,Good,D,SI2,56.7,60.0,5.59,5.53,3.15,7.354
33644,1.01,Very Good,G,VVS2,61.9,58.0,6.38,6.48,3.98,8.741
33645,1.6,Ideal,G,VVS1,60.8,56.0,7.58,7.54,4.6,9.701
33646,0.41,Very Good,E,SI1,62.8,57.0,4.71,4.75,2.97,6.558
33647,0.57,Ideal,E,VVS2,61.0,57.0,5.37,5.36,3.27,7.827
33648,0.71,Premium,H,VS2,62.2,59.0,5.68,5.64,3.52,7.763
33649,0.6,Fair,G,SI1,65.7,55.0,5.31,5.23,3.46,7.088
33650,0.38,Ideal,G,VS1,62.4,54.0,4.63,4.67,2.9,6.632
33651,0.5,Very Good,H,IF,61.0,60.0,5.08,5.12,3.11,7.495
33652,1.5,Ideal,H,SI1,61.6,57.0,7.34,7.24,4.49,8.939
33653,0.6,Premium,E,VS1,61.0,61.0,5.46,5.39,3.31,7.536
33654,2.28,Premium,H,SI2,62.5,58.0,8.39,8.33,5.23,9.643
33655,0.32,Premium,I,VVS2,60.7,59.0,4.43,4.4,2.68,6.579
33656,1.5,Fair,H,I1,68.9,56.0,7.0,6.9,4.79,8.574
33657,0.72,Premium,D,SI1,60.4,59.0,5.77,5.72,3.47,7.898
33658,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,7.162
33659,1.0,Ideal,I,SI1,61.6,59.0,6.34,6.42,3.93,8.327
33660,0.4,Very Good,F,VVS2,62.8,56.0,4.69,4.73,2.96,6.992
33661,0.32,Premium,G,VVS2,60.2,60.0,4.42,4.45,2.67,6.593
33662,1.42,Ideal,I,VS2,62.9,57.0,7.21,7.07,4.49,8.711
33663,0.9,Very Good,I,VS2,63.2,56.0,6.15,6.09,3.87,8.18
33664,0.91,Good,D,SI1,64.0,58.0,6.09,6.06,3.89,8.224
33665,0.9,Very Good,H,SI2,63.0,55.0,6.1,6.16,3.86,8.059
33666,0.23,Very Good,E,VVS1,60.8,56.0,3.94,3.99,2.41,6.213
33667,0.53,Ideal,E,VS2,60.9,56.0,5.27,5.28,3.21,7.488
33668,1.02,Ideal,H,SI1,60.0,59.0,6.56,6.55,3.93,8.46
33669,1.02,Premium,G,VS2,62.0,57.0,6.48,6.43,4.0,8.627
33670,1.1,Ideal,F,I1,61.3,56.9,6.62,6.68,4.08,8.195
33671,0.57,Very Good,G,VS2,59.9,54.6,5.43,5.46,3.26,7.398
33672,0.41,Good,G,SI1,64.2,57.0,4.67,4.71,3.01,6.605
33673,1.4,Very Good,I,SI2,62.4,59.0,7.12,7.17,4.46,8.806
33674,1.01,Premium,H,VS1,61.2,61.0,6.44,6.41,3.93,8.574
33675,1.1,Good,I,VS1,63.7,60.0,6.61,6.45,4.16,8.511
33676,0.35,Very Good,I,VS2,62.6,54.0,4.5,4.53,2.82,6.267
33677,0.31,Premium,I,VVS2,62.2,57.0,4.37,4.34,2.71,6.548
33678,0.31,Good,F,VS2,63.7,59.0,4.26,4.31,2.73,6.368
33679,1.53,Ideal,I,SI1,62.3,56.0,7.37,7.4,4.6,9.139
33680,1.13,Very Good,J,VS1,62.1,59.0,6.64,6.71,4.14,8.589
33681,0.37,Ideal,E,VVS2,62.5,53.0,4.59,4.63,2.88,6.798
33682,0.51,Ideal,F,VS2,62.5,53.0,5.12,5.15,3.21,7.266
33683,1.01,Ideal,G,VS1,62.4,56.0,6.39,6.44,4.0,8.806
33684,1.08,Ideal,G,VVS1,61.6,56.0,6.6,6.65,4.08,9.03
33685,0.4,Ideal,G,IF,61.4,55.0,4.79,4.76,2.93,7.242
33686,1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,8.666
33687,0.25,Very Good,G,VVS1,61.4,56.0,4.04,4.07,2.49,6.263
33688,0.53,Premium,H,VS1,62.3,58.0,5.17,5.13,3.21,7.382
33689,0.71,Premium,F,VVS1,60.9,58.0,5.76,5.8,3.52,8.19
33690,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,6.916
33691,0.4,Ideal,H,VS1,61.2,55.0,4.75,4.79,2.92,6.675
33692,0.77,Ideal,F,VS1,61.9,54.0,5.91,5.94,3.66,8.23
33693,0.72,Ideal,I,VVS2,61.7,55.0,5.71,5.76,3.54,7.836
33694,0.31,Premium,D,SI1,60.6,59.0,4.39,4.35,2.65,6.528
33695,0.94,Premium,D,VS1,62.3,58.0,6.34,6.28,3.93,8.696
33696,1.55,Premium,H,VS1,60.8,60.0,7.54,7.5,4.57,9.059
33697,1.02,Very Good,D,SI1,60.3,56.0,6.55,6.57,3.96,8.834
33698,1.71,Good,E,SI1,63.8,58.0,7.54,7.48,4.79,9.411
33699,0.74,Very Good,I,VS2,60.9,56.0,5.83,5.86,3.56,7.808
33700,0.55,Ideal,G,VVS1,60.0,56.0,5.35,5.39,3.21,7.639
33701,1.37,Premium,H,VS1,60.9,59.0,7.24,7.17,4.39,9.057
33702,0.63,Premium,E,SI1,58.8,59.0,5.68,5.62,3.32,7.521
33703,1.02,Very Good,E,VS1,61.0,58.0,6.46,6.52,3.96,8.923
33704,1.01,Fair,D,SI2,64.6,62.0,6.26,6.21,4.03,8.42
33705,0.32,Premium,G,VVS2,62.6,58.0,4.37,4.35,2.73,6.842
33706,0.73,Ideal,G,VS1,61.8,57.0,5.78,5.81,3.58,8.02
33707,1.0,Premium,H,I1,61.3,60.0,6.39,6.43,3.93,7.899
33708,0.5,Fair,D,SI1,64.6,59.0,4.93,4.95,3.19,7.133
33709,1.56,Premium,H,VS2,62.4,58.0,7.44,7.39,4.63,9.243
33710,0.57,Very Good,D,VVS1,62.8,56.0,5.27,5.31,3.32,8.048
33711,1.51,Very Good,J,SI1,62.4,58.0,7.27,7.32,4.55,8.873
33712,1.03,Very Good,H,SI1,60.4,58.0,6.48,6.56,3.94,8.476
33713,1.23,Ideal,H,SI2,62.1,56.0,6.85,6.82,4.24,8.732
33714,0.36,Good,D,VS2,63.4,54.0,4.51,4.57,2.88,6.605
33715,1.16,Good,H,SI1,64.0,58.0,6.56,6.63,4.22,8.626
33716,1.5,Ideal,G,VS2,61.7,54.0,7.36,7.4,4.55,9.483
33717,1.23,Ideal,J,SI2,62.4,58.0,6.79,6.86,4.26,8.548
33718,1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,9.058
33719,0.46,Very Good,F,SI1,60.1,57.0,5.01,5.04,3.02,6.807
33720,0.32,Ideal,D,SI1,59.3,55.0,4.51,4.53,2.68,6.378
33721,0.35,Ideal,E,VS1,61.5,57.0,4.52,4.55,2.79,6.576
33722,0.5,Ideal,F,SI1,61.3,56.0,5.13,5.09,3.13,7.183
33723,1.07,Premium,G,SI2,59.9,59.0,6.67,6.61,3.98,8.361
33724,0.3,Very Good,G,VVS1,62.7,59.0,4.22,4.27,2.66,6.671
33725,0.31,Ideal,G,SI2,61.9,55.0,4.37,4.39,2.71,6.078
33726,1.77,Premium,J,SI2,62.0,55.0,7.84,7.72,4.82,9.087
33727,0.37,Very Good,E,VVS2,59.3,58.0,4.68,4.73,2.79,6.737
33728,1.32,Very Good,I,SI2,61.2,58.0,7.12,7.06,4.34,8.748
33729,0.75,Good,D,SI1,63.6,58.0,5.77,5.65,3.63,8.014
33730,0.4,Premium,G,VVS2,61.3,59.0,4.74,4.78,2.92,6.821
33731,0.26,Very Good,E,VVS1,63.4,59.0,4.0,4.04,2.55,6.317
33732,0.5,Ideal,G,VS2,62.5,57.0,5.04,5.07,3.16,7.279
33733,1.11,Ideal,G,SI2,60.5,56.0,6.71,6.67,4.05,8.467
33734,0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,6.557
33735,0.53,Ideal,E,VS1,60.4,57.0,5.27,5.26,3.18,7.48
33736,0.9,Good,G,VS2,63.2,58.0,6.09,6.16,3.87,8.288
33737,0.3,Very Good,H,VVS2,62.0,55.0,4.28,4.32,2.67,6.279
33738,2.01,Very Good,I,VS1,64.4,56.0,7.84,7.9,5.07,9.73
33739,0.55,Ideal,F,VS2,62.1,55.0,5.27,5.25,3.26,7.534
33740,1.5,Very Good,F,SI2,62.9,55.0,7.26,7.28,4.57,9.192
33741,1.52,Good,J,VVS2,57.9,62.0,7.61,7.63,4.41,9.089
33742,0.5,Very Good,D,SI1,63.5,57.0,5.04,5.1,3.22,7.198
33743,0.3,Very Good,H,IF,62.9,58.0,4.26,4.29,2.69,6.671
33744,0.41,Premium,I,SI2,60.6,59.0,4.84,4.8,2.92,6.397
33745,0.32,Ideal,F,VS1,61.9,56.0,4.4,4.36,2.71,6.802
33746,1.5,Premium,F,VS2,61.1,58.0,7.36,7.33,4.49,9.561
33747,0.54,Ideal,I,SI2,60.9,57.0,5.26,5.31,3.22,6.841
33748,1.37,Ideal,F,VS1,59.6,57.0,7.28,7.22,4.32,9.363
33749,0.41,Good,D,SI1,63.4,55.0,4.68,4.72,2.98,6.604
33750,0.3,Ideal,I,VVS2,61.8,56.0,4.31,4.33,2.67,6.271
33751,0.5,Very Good,E,VS2,63.5,54.0,5.08,5.03,3.21,7.396
33752,0.3,Premium,F,VS2,61.8,60.0,4.3,4.27,2.65,6.512
33753,1.01,Very Good,E,SI1,63.1,58.0,6.4,6.31,4.01,8.561
33754,0.3,Good,G,VVS2,63.6,57.0,4.26,4.3,2.72,6.528
33755,1.27,Good,H,SI2,63.6,58.0,6.82,6.74,4.31,8.423
33756,0.3,Ideal,H,VVS2,60.8,58.0,4.33,4.38,2.65,6.38
33757,0.32,Very Good,H,VS2,60.6,58.0,4.44,4.47,2.7,6.225
33758,0.77,Premium,E,VS2,60.5,59.0,5.92,5.98,3.6,8.099
33759,0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,6.378
33760,0.73,Premium,F,VS2,60.3,59.0,5.9,5.87,3.55,7.952
33761,0.36,Premium,J,SI1,61.3,60.0,4.52,4.59,2.79,6.043
33762,1.52,Premium,I,SI1,61.9,58.0,7.37,7.42,4.58,9.045
33763,1.22,Ideal,I,VS1,62.6,57.0,6.8,6.76,4.24,8.837
33764,0.41,Good,H,SI1,64.3,54.0,4.72,4.68,3.02,6.617
33765,0.4,Good,D,SI2,63.8,54.0,4.73,4.7,3.01,6.682
33766,0.9,Ideal,H,SI1,62.8,57.0,6.16,6.14,3.86,8.197
33767,1.11,Premium,E,SI2,61.0,60.0,6.68,6.66,4.07,8.337
33768,0.7,Ideal,F,VS1,62.5,56.0,5.73,5.7,3.57,7.92
33769,0.36,Very Good,G,VS1,60.6,60.0,4.57,4.61,2.78,6.519
33770,1.2,Premium,F,SI2,62.5,59.0,6.74,6.68,4.2,8.581
33771,1.56,Very Good,I,SI1,61.3,57.0,7.48,7.54,4.6,9.158
33772,1.14,Ideal,J,VS1,61.6,56.0,6.71,6.73,4.14,8.583
33773,0.55,Very Good,F,SI1,60.5,59.0,5.29,5.35,3.22,7.223
33774,0.38,Good,E,VVS1,62.4,64.0,4.61,4.59,2.87,6.882
33775,1.6,Ideal,H,VS1,61.4,57.0,7.59,7.53,4.64,9.448
33776,0.31,Ideal,G,VVS1,61.8,54.0,4.39,4.41,2.72,6.671
33777,0.34,Ideal,E,SI1,61.4,55.0,4.48,4.54,2.77,6.39
33778,1.0,Ideal,I,VS2,62.6,54.0,6.39,6.35,3.99,8.258
33779,1.23,Ideal,G,VS2,62.4,57.0,6.83,6.88,4.28,8.998
33780,0.26,Premium,D,VS1,60.0,56.0,4.18,4.15,2.5,6.303
33781,1.51,Ideal,I,VS2,62.3,57.0,7.28,7.37,4.56,9.137
33782,0.7,Very Good,G,SI1,62.5,60.0,5.64,5.68,3.54,7.622
33783,0.3,Ideal,E,VS2,62.0,55.0,4.35,4.3,2.68,6.738
33784,1.0,Very Good,D,VVS2,63.0,59.0,6.35,6.38,4.01,9.184
33785,0.34,Ideal,D,SI1,60.1,57.0,4.56,4.52,2.73,6.688
33786,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,7.442
33787,0.39,Ideal,I,VVS2,62.0,56.0,4.67,4.72,2.91,6.62
33788,0.5,Ideal,E,SI1,61.8,56.0,5.11,5.07,3.14,7.388
33789,0.3,Good,E,VS2,63.3,55.0,4.26,4.3,2.71,6.265
33790,0.7,Ideal,E,VS2,61.5,56.0,5.73,5.68,3.51,7.986
33791,0.74,Ideal,I,VS1,61.1,57.0,5.83,5.86,3.57,7.989
33792,1.71,Good,I,VS1,63.7,58.0,7.58,7.54,4.81,9.454
33793,0.3,Good,E,VVS2,59.8,64.0,4.34,4.29,2.58,6.933
33794,0.3,Premium,H,VVS2,61.5,58.0,4.3,4.28,2.64,6.654
33795,0.41,Very Good,D,SI2,63.1,54.0,4.75,4.72,2.99,6.707
33796,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,6.915
33797,0.31,Premium,G,VS1,62.4,58.0,4.31,4.34,2.7,6.438
33798,0.31,Very Good,F,VVS2,62.0,55.0,4.34,4.38,2.7,6.625
33799,0.88,Ideal,E,VS2,61.4,56.0,6.15,6.17,3.78,8.63
33800,0.4,Good,G,SI1,63.4,58.0,4.66,4.71,2.97,6.485
33801,0.7,Ideal,I,VVS2,62.4,53.6,5.68,5.72,3.55,7.819
33802,1.0,Good,E,SI2,63.5,54.0,6.35,6.41,4.05,8.389
33803,0.5,Ideal,F,SI1,60.2,63.0,5.12,5.15,3.09,7.225
33804,1.03,Ideal,G,SI1,62.5,57.0,6.4,6.49,4.03,8.582
33805,1.13,Ideal,F,I1,62.2,55.0,6.68,6.63,4.14,8.191
33806,0.42,Ideal,G,VS2,62.4,54.0,4.83,4.78,3.0,6.991
33807,0.64,Premium,F,VS2,62.2,55.0,5.53,5.5,3.43,7.664
33808,1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17,8.762
33809,0.7,Ideal,F,SI1,61.2,56.0,5.72,5.78,3.52,7.678
33810,0.59,Very Good,H,VS1,62.4,58.0,5.39,5.42,3.37,7.353
33811,1.2,Good,F,SI2,59.0,60.0,6.9,6.97,4.09,8.615
33812,1.5,Very Good,J,VVS2,61.5,60.0,7.27,7.31,4.48,9.072
33813,0.4,Premium,H,VS2,59.1,61.0,4.84,4.81,2.85,6.851
33814,0.43,Ideal,E,VS2,62.2,57.0,4.8,4.84,3.0,6.889
33815,0.5,Very Good,E,VVS1,62.1,56.0,5.06,5.11,3.16,7.672
33816,0.3,Ideal,D,SI1,62.5,57.0,4.29,4.32,2.69,6.314
33817,0.73,Ideal,G,VS2,60.9,57.0,5.8,5.86,3.55,8.104
33818,0.34,Good,G,VS2,57.5,61.0,4.6,4.66,2.66,6.321
